codigo,etiqueta
2567,"Granodiorita, diorita"
2568,"Granodiorita, monzogranito"
2569,"Granodiorita, tonalia"
2570,"Granodiorita, tonalita"
2571,Grupo Ambo
2572,Grupo Ambo - Formación Buena Vista
2573,Grupo Ambo - Formación Lavasén
2574,"Grupo Ambo - Formación Yanaj, Chunomaja"
2575,Grupo Ambo - Miembro Inferior
2576,Grupo Ambo - Miembro Medio
2577,Grupo Ambo - Miembro Superior
2578,Grupo Ambo - Miembro volcánico
2579,Grupo Ambo - Miembro Volcánico
2580,Grupo Ambo - Volcánico
2581,Grupo Andagua
2582,Grupo Andahua
2583,Grupo Andahua - Miembro inferior
2584,Grupo Barroso
2585,Grupo Barroso -  depósito lava andesítica y ceniza
2586,Grupo Barroso -  domo de lava dacítico
2587,Grupo Barroso - aglomerado andesítico
2588,Grupo Barroso - andesita
2589,Grupo Barroso - andesita afanítica
2590,Grupo Barroso - andesita basáltica
2591,Grupo Barroso - andesita basáltica afanítica
2592,Grupo Barroso - andesita microporfídica
2593,Grupo Barroso - andesita porfídica
2594,Grupo Barroso - andesita porfídica fluidal
2595,Grupo Barroso - andesita porfídica masiva
2596,Grupo Barroso - andesita porfídica seriada
2597,Grupo Barroso - andesita porfídica vesicular
2598,"Grupo Barroso - andesita porfídica, biotita"
2599,"Grupo Barroso - andesita porfídica, brecha"
2600,"Grupo Barroso - andesita porfídica, plagioclasa"
2601,Grupo Barroso - andesita seriada
2602,Grupo Barroso - andesita vesicular
2603,"Grupo Barroso - andesita, dacita"
2604,"Grupo Barroso - andesíta, dacita"
2605,"Grupo Barroso - andesita, dacita porfídica"
2606,"Grupo Barroso - andesita, dacita, toba"
2607,Grupo Barroso - avalancha escombro
2608,Grupo Barroso - brecha
2609,Grupo Barroso - brecha andesítica
2610,Grupo Barroso - brecha hidrotermal
2611,Grupo Barroso - brecha monolítica
2612,Grupo Barroso - brecha polimíctica
2613,"Grupo Barroso - brecha, lava andesítica porfídica"
2614,"Grupo Barroso - brecha, piroclastos"
2615,Grupo Barroso - caída de tefras
2616,Grupo Barroso - cuarzoandesita
2617,Grupo Barroso - cuarzolatita
2618,Grupo Barroso - dacita
2619,Grupo Barroso - dacita con vesícula
2620,Grupo Barroso - dacita porfídica
2621,"Grupo Barroso - dacita, andesita"
2622,Grupo Barroso - dique de latita porfídica
2623,Grupo Barroso - domo
2624,Grupo Barroso - domo andesita porfídica
2625,Grupo Barroso - domo andesítico
2626,Grupo Barroso - domo dacita porfídica
2627,Grupo Barroso - domo dacítico
2628,Grupo Barroso - domo de lava dacítico porfídico
2629,Grupo Barroso - domo de traquiandesita
2630,Grupo Barroso - Domo Parhuallune - andesita basáltica
2631,Grupo Barroso - domo traquiandesítico
2632,Grupo Barroso - domo traquita porfídica
2633,Grupo Barroso - domo y flujo andesítico afanítico
2634,Grupo Barroso - domo y flujo de riolita afanítica
2635,Grupo Barroso - domo y flujo traquiandesítico porfídico
2636,Grupo Barroso - Domos Enquellusa - riolita
2637,Grupo Barroso - escorias
2638,Grupo Barroso - Estrato volcán Ubinas - andesita porfídica antigua
2639,Grupo Barroso - flujo andesítico
2640,Grupo Barroso - flujo andesítico afanítico
2641,Grupo Barroso - flujo andesítico porfídico
2642,Grupo Barroso - flujo dacítico
2643,Grupo Barroso - flujo dacítico porfídico
2644,Grupo Barroso - flujo de bloques y ceniza
2645,Grupo Barroso - flujo de escombros
2646,Grupo Barroso - flujo de traquiandesita
2647,Grupo Barroso - ignimbrita
2648,Grupo Barroso - ignimbrita riolítica
2649,"Grupo Barroso - ignimbrita, andesita basáltica"
2650,Grupo Barroso - latita
2651,"Grupo Barroso - latita, andesita basáltica"
2652,Grupo Barroso - lava de andesita vesicular
2653,Grupo Barroso - lava vesicular
2654,Grupo Barroso - Miembro inferior
2655,Grupo Barroso - Miembro inferior 1
2656,Grupo Barroso - Miembro inferior 2
2657,Grupo Barroso - Miembro superior
2658,Grupo Barroso - Miembro superior 1
2659,Grupo Barroso - Miembro superior 2
2660,Grupo Barroso - piroclastos
2661,Grupo Barroso - riodacita porfídica
2662,Grupo Barroso - riolita porfídica
2663,Grupo Barroso - toba
2664,Grupo Barroso - toba andesítica
2665,Grupo Barroso - toba brecha riolítica
2666,Grupo Barroso - toba con fragmentos líticos
2667,"Grupo Barroso - toba cristalolítica, ignimbrita, andesita"
2668,Grupo Barroso - toba de brecha
2669,Grupo Barroso - toba de cristales
2670,Grupo Barroso - toba lapilli
2671,Grupo Barroso - toba lítica
2672,Grupo Barroso - toba riodacítica
2673,Grupo Barroso - toba riolítica
2674,Grupo Barroso - toba soldada
2675,Grupo Barroso - toba soldada vitrificada
2676,"Grupo Barroso - toba, andesita"
2677,"Grupo Barroso - toba, brecha"
2678,"Grupo Barroso - toba, lava andesítica"
2679,"Grupo Barroso - Tomaromani, Capaca Koverane - domo"
2680,Grupo Barroso - traquiandesita
2681,Grupo Barroso - traquiandesita afanítica
2682,Grupo Barroso - traquiandesita porfídica
2683,Grupo Barroso - traquita a dacita porfídica masiva
2684,Grupo Barroso - vitrofiro
2685,Grupo Cabanillas
2686,Grupo Calipuy
2687,Grupo Calipuy -  Miembro superior
2688,Grupo Calipuy - Caldera Raura - Etapa 1
2689,Grupo Calipuy - Caldera Raura - Etapa 2
2690,Grupo Calipuy - Caldera Raura - Etapa 3
2691,Grupo Calipuy - Caldera Sanjo
2692,Grupo Calipuy - Caldera Sanjo - Etapa 1
2693,Grupo Calipuy - Caldera Sanjo - Etapa 2
2694,Grupo Calipuy - Caldera Sanjo - Etapa 3
2695,Grupo Calipuy - Centro Volcánica Colorado
2696,Grupo Calipuy - Centro Volcánica Colorado - Etapa 1
2697,Grupo Calipuy - Centro Volcánica Colorado - Etapa 2
2698,Grupo Calipuy - Centro Volcánica Colorado - Etapa 3
2699,"Grupo Calipuy - lavas, rocas piroclásticos"
2700,Grupo Calipuy - Miembro Inferior
2701,Grupo Calipuy - Miembro superior
2702,Grupo Calipuy - piroclastos
2703,Grupo Calipuy-Centro Volcánico Pre-Palta Cayán - Evento 1
2704,Grupo Calipuy-Centro Volcánico Pre-Palta Cayán - Evento 2
2705,Grupo Casma
2706,Grupo Casma - Formación  Punta Gramadal
2707,Grupo Casma - Formación Chilca
2708,Grupo Casma - Formación Cochapunta
2709,Grupo Casma - Formación Copara
2710,Grupo Casma - Formación Copara - Miembro Espinos
2711,Grupo Casma - Formación Copara - Miembro Repartición
2712,Grupo Casma - Formación Huarangal
2713,Grupo Casma - Formación Huarmey
2714,Grupo Casma - Formación Huarmey - Miembro Inferior
2715,Grupo Casma - Formación Huarmey - Miembro Medio
2716,Grupo Casma - Formación Huarmey - Miembro Superior
2717,Grupo Casma - Formación Junco
2718,Grupo Casma - Formación Lupín
2719,Grupo Casma - Formación Pararín - Miembro 1
2720,Grupo Casma - Formación Pararín - Miembro 2
2721,Grupo Casma - Formación Quilmaná
2722,Grupo Casma - Formación Quilmaná - Miembro Inferior
2723,Grupo Casma - Formación Quilmaná - Miembro Superior
2724,Grupo Casma - Formación Yangas
2725,Grupo Casma - Miembro Medio
2726,Grupo Casma - Miembro Superior
2727,Grupo Chicama
2728,Grupo Chicama - Formación Punta Moreno
2729,Grupo Chicama - Formación Sapotal
2730,Grupo Chicama - Formación Simbal
2731,Grupo Chicama - Formación Tinajones
2732,Grupo Chicama - Formación Tinajones - Miembro Superior
2733,Grupo Chicama - Formación Tinajones- Miembro Inferior
2734,Grupo Chicama - Miembro Inferior.
2735,Grupo Chicama - Miembro Superior
2736,Grupo Chiriaco
2737,Grupo Cochalupe - Cachipampa
2738,Grupo Copa Sombrero - Formación Encuentros - Miembro Cabuyal
2739,Grupo Copa Sombrero - Formación Encuentros - Miembro Checo
2740,Grupo Copa Sombrero - Formación Encuentros - Miembro Culebras
2741,Grupo Copa Sombrero - Formación Encuentros - Miembro Jabonillos
2742,Grupo Copa Sombrero - Formación Encuentros - Miembro Quebrada Seca
2743,Grupo Copa Sombrero - Formación Huasimal - Miembro Horquetas
2744,Grupo Copa Sombrero - Formación Huasimal - Miembro Huasimal
2745,Grupo Copa Sombrero - Formación Huasimal - Miembro Venados
2746,Grupo Copa Sombrero - Formación Jahuay Negro - Miembro Chailo
2747,Grupo Copa Sombrero - Formación Jahuay Negro - Miembro Chapangos
2748,Grupo Copa Sombrero - Formación Jahuay Negro - Miembro Peña Blanca
2749,Grupo Copacabana
2750,Grupo Copacabana - Miembro inferior
2751,Grupo Copacabana - Miembro Inferior
2752,Grupo Copacabana - Miembro superior
2753,Grupo Copacabana - Miembro Superior
2754,Grupo Excelsior
2755,Grupo Goyllarisquizga
2756,Grupo Goyllarisquizga - Formación Carhuaz
2757,Grupo Goyllarisquizga - Formación Chimú
2758,Grupo Goyllarisquizga - Formación Farrat
2759,Grupo Goyllarisquizga - Formación Santa
2760,"Grupo Goyllarisquizga - Formación Santa, Carhuaz"
2761,Grupo Goyllarisquizga - Indiferenciado
2762,Grupo Goyllarisquizga - Miembro Inferior
2763,Grupo Goyllarisquizga - Miembro Superior
2764,Grupo Huachocolpa - Formación Chahuarma - Miembro 2
2765,Grupo Huachocolpa - Formación Chahuarma - Miembro 3
2766,Grupo Huachocolpa - Formación Chahuarma - Miembro 4
2767,Grupo Huachocolpa - Formación Chahuarma - Miembro 5
2768,Grupo Huachocolpa - Formación Chahuarma - Miembro 6
2769,Grupo Huachocolpa - Formación Chahuarma - Miembro 7
2770,Grupo Huayabamba
2771,Grupo Iscay
2772,Grupo Jauja
2773,Grupo Los Choros - Formación Yumaque
2774,Grupo Maure
2775,Grupo Maure - Formación Condoroma
2776,Grupo Maure - Formación Nequeta
2777,Grupo Maure - Formación Quemillone
2778,Grupo Maure - Formación Tisco
2779,Grupo Maure - Miembro Inferior
2780,Grupo Maure - Miembro Medio
2781,Grupo Maure - Miembro Superior
2782,Grupo Maure - toba
2783,Grupo Mitu
2784,Grupo Mitu - Miembro Inferior
2785,Grupo Mitu - Miembro Sedimentario
2786,Grupo Mitu - Miembro Shimayacu
2787,Grupo Mitu - Miembro Superior
2788,Grupo Mitu - Miembro Volcánico
2789,Grupo Mitu - sedimentario
2790,Grupo Mitu - Sedimentario
2791,Grupo Moho
2792,Grupo Morro Solar
2793,Grupo Morro Solar - Formación Herradura
2794,Grupo Morro Solar - Formación Marcavilca
2795,Grupo Morro Solar - Formación Salto del Fraile
2796,Grupo Nazca
2797,Grupo Nazca - dacita
2798,"Grupo Ollantaytambo - andesita, cuarcita, pizarra"
2799,Grupo Ollantaytambo - esquisto
2800,"Grupo Ollantaytambo - esquisto, cuarcita, metavolcánico"
2801,"Grupo Ollantaytambo - esquisto, pizarra"
2802,"Grupo Ollantaytambo - metavolcánico, cuarcita, mármol, esquisto"
2803,"Grupo Ollantaytambo - micaesquisto, cuarcita, esquito, filita"
2804,Grupo Ollantaytambo-mármol
2805,Grupo Ollantaytambo-micaesquisto
2806,Grupo Oriente
2807,Grupo Oriente - Formación Agua Caliente
2808,Grupo Oriente - Formación Cushabatay
2809,Grupo Oriente - Formación Esperanza
2810,Grupo Oriente - Formación Raya
2811,Grupo Palca
2812,Grupo Palca - Evento 3
2813,Grupo Palca - Santa Lucía - conglomerado polimictico
2814,Grupo Palca - Santa Lucía - toba de cristales
2815,Grupo Pucará
2816,Grupo Pucará - Formación Aramachay
2817,Grupo Pucará - Formación Chambará
2818,Grupo Pucará - Formación Chambará - Miembro inferior
2819,Grupo Pucará - Formación Chambará - Miembro superior
2820,Grupo Pucará - Formación Condorsinga
2821,Grupo Puente Piedra
2822,Grupo Puente Piedra - Formación Ancón
2823,Grupo Puente Piedra - Formación Puente Inga
2824,Grupo Puente Piedra - Formación Ventanilla
2825,Grupo Pulluicana
2826,Grupo Pulluicana - Formación Mujarrún
2827,Grupo Pulluicana - Formación Yumagual
2828,"Grupo Pulluicana, Quilquiñán"
2829,Grupo Puno
2830,Grupo Puno - Formación Chucuito
2831,Grupo Puno - Formación Ciguaya
2832,Grupo Puno - Formación Muñani
2833,Grupo Puno - Formación Muñani - Miembro Inferior
2834,Grupo Puno - Formación Muñani - Miembro Medio
2835,Grupo Puno - Formación Muñani - Miembro Superior
2836,Grupo Puno - Formación Saracocha
2837,Grupo Puno - Miembro 1
2838,Grupo Puno - Miembro 2
2839,Grupo Puno - Miembro 3
2840,Grupo Puno - Miembro inferior
2841,Grupo Puno - Miembro superior
2842,Grupo Quilquiñán
2843,Grupo Quilquiñán - Formación Coñor
2844,Grupo Quilquiñán - Formación Romirón
2845,Grupo Quilquiñan – Formación Coñor
2846,Grupo Quilquiñan – Formación Romirón
2847,"Grupo Quilquiñán, Mujarrún"
2848,Grupo Rímac
2849,Grupo Rímac - Miembro Rímac 1
2850,Grupo Rímac - Miembro Rimac 2
2851,Grupo Rímac - Miembro Rímac 3
2852,Grupo Salas
2853,Grupo San Jerónimo - Formación Kayra
2854,Grupo San Jerónimo - Formación Soncco
2855,Grupo San Jerónimo - Formación Soncco - Miembro Inferior
2856,Grupo San Jerónimo - Formación Soncco - Miembro Superior
2857,Grupo San José
2858,Grupo San José - Formación Iparo
2859,Grupo San Pedro
2860,Grupo Sillapaca
2861,Grupo Tacaza
2862,Grupo Tacaza - Carayccasa
2863,Grupo Tacaza - Centro Volcánico Santa Bárbara - Evento 1
2864,Grupo Tacaza - Centro Volcánico Santa Bárbara - Evento 2
2865,Grupo Tacaza - Centro Volcánico Santa Bárbara - Evento 3
2866,Grupo Tacaza - Centro Volcánico Santa Bárbara - Evento 4
2867,Grupo Tacaza - dacita
2868,Grupo Tacaza - Formación Carayccasa
2869,Grupo Tacaza - Formación Huilacollo
2870,Grupo Tacaza - Formación Jallua
2871,Grupo Tacaza - Formación Llallahui
2872,Grupo Tacaza - Formación Molla
2873,Grupo Tacaza - Formación Orcopampa
2874,Grupo Tacaza - Formación Orcopampa - Miembro Manto
2875,Grupo Tacaza - Formación Pichu
2876,Grupo Tacaza - Formación Pichu - Miembro Inferior
2877,Grupo Tacaza - Formación Pichu - Miembro Medio
2878,Grupo Tacaza - Formación Pichu - Miembro Superior
2879,Grupo Tacaza - Formación Santa Rosa - Toba
2880,Grupo Tacaza - Formación Tarata - Miembro Inferior
2881,Grupo Tacaza - Formación Tarata - Miembro Superior
2882,Grupo Tacaza - Miembro 1
2883,Grupo Tacaza - Miembro 2
2884,Grupo Tacaza - Miembro 3
2885,Grupo Tacaza - Miembro 4
2886,Grupo Tacaza - Miembro 5
2887,Grupo Tacaza - Miembro 6
2888,Grupo Tacaza - Miembro 7
2889,Grupo Tacaza - Miembro 8
2890,Grupo Tacaza - Miembro Inferior
2891,Grupo Tacaza - Miembro Superior
2892,Grupo Tacaza Inferior
2893,Grupo Tacaza Superior
2894,Grupo Talara
2895,Grupo Tarma
2896,"Grupo Tarma, Copacabana"
2897,Grupo Toquepala - Formación Huaracane - Miembro 1
2898,Grupo Toquepala - Formación Huaracane - Miembro 2
2899,Grupo Toquepala - Formación Huaracane - Miembro 3
2900,Grupo Toquepala - Formación Huaracane - Miembro 4
2901,Grupo Toquepala - Formación Huaracane - Miembro 5
2902,Grupo Toquepala - Formación Huaracane - Miembro 6
2903,Grupo Toquepala - Formación Huaracane - Miembro 7
2904,Grupo Toquepala - Formación Inogoya
2905,Grupo Toquepala - Formación Matalaque
2906,Grupo Toquepala - Formación Paralaque
2907,Grupo Toquepala - Formación Quellaveco - Miembro Asana
2908,Grupo Toquepala - Formación Quellaveco - Miembro Carpanito
2909,Grupo Toquepala - Formación Quellaveco - Miembro Samanape
2910,Grupo Toquepala - Formación Quellaveco - Miembro Tinajones
2911,Grupo Toquepala - Formación Quellaveco - Miembro Yarito
2912,Grupo Yuncaypata - Formación Paucarbamba
2913,Grupo Yuncaypata - Formación Puquín
2914,Grupo Yura
2915,Grupo Yura - Formación Cachios
2916,Grupo Yura - Formación Gramadal
2917,Grupo Yura - Formación Hualhuani
2918,Grupo Yura - Formación Labra
2919,Grupo Yura - Formación Labra - Miembro Inferior
2920,Grupo Yura - Formación Labra - Miembro Superior
2921,Grupo Yura - Formación Puente
2922,"Grupo Yura - Formación Puente, Cachíos"
2923,Grupo Zaña
2924,Hatun Quico - granito
2925,Huacapistana - gneis
2926,Huachocolpa - metamonzogranito
2927,Huaclani - tonalita
2928,Huacra - dacita porfídica
2929,Huacuas - granito
2930,Huantataya - monzogranito
2931,Huarinota - dacita
2932,Huarón - monzonita
2933,Huenacaca - diorita
2934,Huiscococha - andesita basáltica
2935,Huisoroque - tonalita
2936,Huyauniyoc - monzogranito
2937,Intrusivo - Monzonita
2938,Isla
2939,Jabanillos - diorita
2940,Jaccuypata - leucogranito
2941,Jalcarane - dacita
2942,Jatun Sallaco - andesita
2943,"Kcenecata - granodiorita, granito"
2944,"La Raya - granito, granodiorita"
2945,Lago
2946,Laguna
2947,Laguna Breu
2948,Laguna Cajocuma
2949,Laguna Camote
2950,Laguna Camuchero
2951,Laguna Chirote
2952,Laguna Garza
2953,Laguna intermitente
2954,Laguna Iquitococha
2955,Laguna Palmera
2956,Laguna Panchococha
2957,Laguna Panduro
2958,Laguna Reseca
2959,Laguna San Pablo
2960,Laguna seca
2961,Laguna Seca
2962,Laguna Tipishira
2963,Laguna Vaca
2964,Laguna Verbena
2965,Lamproita
2966,Latiandesita
2967,Latita
2968,Livichaco - sienita
2969,Lomas - granodiorita
2970,Machupicchu - granito
2971,Mallingas - diorita
2972,"Manto - monzogranito, sienogranito"
2973,"Marca - monzodiorita, granodiorita"
2974,Marcapata - granito
2975,"Marcapunta - dacita, cuarzolatita"
2976,"Metal Palina - granito, tonalita"
2977,Microdiorita
2978,Microgranito
2979,Microtonalita
2980,Migmatita
2981,Millacase - traquita
2982,Milonita
2983,Molles - dacita
2984,Montenegro - granito
2985,Monzodiorita
2986,Monzogranito
2987,Monzogranito Salhuana
2988,"Monzogranito, diorita"
2989,"Monzogranito, monzodiorita, sienogranito"
2990,"Monzogranito, monzonita"
2991,Monzonita
2992,Monzonita Canaan
2993,Necgapata - granito
2994,Nevado
2995,Ninahuisa - riolita
2996,NN
2997,Oceano
2998,Océano
2999,Océano Pacífico
3000,Ollachea - sienita
3001,Pacapausa - tonalita
3002,Paco-riodacita
3003,Pacococha - monzogranito
3004,Paconcahua - latiandesita
3005,Paltashaco - granito
3006,Pampa Corral - granito
3007,"Pamparumbe - tonalita, diorita"
3008,Patabamba - cuarzolatita
3009,Paucartambo - granito
3010,Peña Blanca - monzogranito
3011,Peridotita
3012,Pessce - diorita
3013,"Pira - tonalita, granodiorita"
3014,Piroxenita
3015,Pisa - andesita
3016,Plutón Abancay
3017,Plutón Abuela
3018,Plutón Acos
3019,Plutón Alcagranja
3020,Plutón Alto Guitarras
3021,Plutón Anamaray
3022,Plutón Antamina
3023,Plutón Apocañajuay
3024,Plutón Arapa
3025,Plutón Aricoma
3026,Plutón Ayacochas
3027,Plutón Ayapata
3028,Plutón Azapata
3029,Plutón Azul Huanca
3030,Plutón Bandurria
3031,Pluton Cachicoto
3032,Plutón Cahua
3033,Plutón Calayoc
3034,Plutón Caldera Carabamba
3035,Plutón Canchacaya
3036,Plutón Capacsaya
3037,Plutón Carachupa
3038,Plutón Caranpa
3039,Plutón Carhuaso Punco
3040,Plutón Carrizal
3041,Plutón Catalina
3042,Plutón Cayan
3043,Plutón Cayash
3044,Plutón Centinela
3045,"Plutón Cerro Campana - granodiorita, tonalita"
3046,Plutón Cerro Chancadora
3047,Plutón Chacos
3048,Plutón Chagapata
3049,Plutón Changui - granito
3050,Plutón Chanicocha
3051,Plutón Characas - monzogranito
3052,Plutón Chaupiorjo
3053,Plutón Chonta
3054,Plutón Choquetacarpo
3055,Plutón Choquezafra
3056,Plutón Chucuito
3057,Plutón Chungui
3058,Plutón Chupa
3059,Plutón Cirialo
3060,"Plutón Coasa - granito, granodiorita"
3061,Plutón Cobriza
3062,"Plutón Cocalita San Antonio - granodiorita, tonalita"
3063,Plutón Cocalito - San Antonio
3064,Plutón Cochabamba
3065,Plutón Colca
3066,Plutón Colcabamba
3067,Plutón Colque
3068,Plutón Colquepucro
3069,Plutón Condorsenga
3070,Plutón Conejaja
3071,Plutón Corahuacra
3072,Plutón Cotabambas
3073,Plutón Coy Coy
3074,Plutón Cruz Punta
3075,Plutón Culebras
3076,Plutón Cupisnique
3077,Plutón de Huanchay
3078,Plutón Esquinani - diorita
3079,Plutón Garrapón
3080,Plutón Gitano
3081,Plutón Gompi
3082,Plutón Granadilla
3083,Plutón Guaneros
3084,Plutón Hatun Quico
3085,Plutón Higueras
3086,Plutón Higuerón
3087,Plutón Hilarión
3088,Plutón Huacapistana
3089,Plutón Huaccombra
3090,Plutón Huachocolpa
3091,Plutón Huanchurina
3092,Plutón Huaura
3093,Plutón Huayaunioc
3094,Plutón Huayaunioc - monzogranito rico en cuarzo
3095,Plutón Huaylla Grande
3096,Plutón Huayllapa
3097,Plutón Ingenio
3098,Plutón Inhuacocha
3099,Plutón Jabanillos
3100,Plutón Jatunachachanan
3101,Plutón Jatuncarcuyo
3102,Plutón Kcenacata
3103,Plutón Limacjirca
3104,Plutón Limbani - granodiorita
3105,Plutón Limón Verde
3106,Plutón Livichaco
3107,Plutón Machupicchu
3108,Plutón Mal Paso
3109,Plutón Manzanilla
3110,Plutón Marcapomacocha
3111,Plutón Mariposa
3112,Plutón Millotingo
3113,Plutón Molles
3114,Plutón Monobamba
3115,Plutón Mulachurco
3116,Plutón Oso
3117,Plutón Pacapausa
3118,Plutón Paco
3119,Plutón Pacococha
3120,Plutón Paconcahua
3121,Plutón Palacache
3122,Plutón Pallca
3123,Plutón Palta Cayán
3124,Plutón Palta Orjo Chico
3125,Plutón Pampa Corral
3126,Plutón Pampa Hermosa
3127,Plutón Pampa Hermosa - granito
3128,Plutón Pampachacra
3129,Plutón Pampaconas - granodiorita
3130,Plutón Pampacorral
3131,"Plutón Pampacorral - diorita, monzonita"
3132,Plutón Pampacorral - tonalita
3133,Plutón Pan de Azúcar
3134,Plutón Parag
3135,Plutón Pasaje
3136,Plutón Pasaje - diorita
3137,Plutón Patorumi Fortaleza
3138,Plutón Pira
3139,Plutón Potrero
3140,Plutón Pre-Palta Cayán
3141,Plutón Pucará
3142,Plutón Pucayacu - Andesita
3143,Plutón Pumarcana
3144,Plutón Pumasillo
3145,Plutón Purupata
3146,Plutón Queroc
3147,Plutón Queullacocha
3148,Plutón Quijache
3149,Plutón Quilloc Mesapelada
3150,Plutón Ranyac
3151,Plutón Raura
3152,Plutón Ronatullo
3153,"Plutón Rumipite - diorita, tonalita"
3154,Plutón Runtucocha
3155,Plutón Runtucocha - Granito
3156,Plutón Runtulla
3157,Plutón Rushos
3158,Plutón Sacallante - Monzonita
3159,Plutón Salinas
3160,Plutón Salinas - granito
3161,Plutón San José
3162,Plutón San Juan
3163,Plutón San Mateo
3164,Plutón San Pedro
3165,Plutón Sanjo
3166,Plutón Santa Bárbara de Carhuacayán
3167,Plutón Santa Eulalia
3168,Plutón Santo Domingo
3169,Plutón Sausales
3170,Plutón Señal Roco
3171,Plutón Siete Toldos
3172,Plutón Siete Toldos - tonalita
3173,Plutón Sogopegan
3174,Plutón Solitaria
3175,Plutón Sucllamachay
3176,Plutón Suelloc
3177,Plutón Sumariohuasi
3178,Plutón Surco
3179,Plutón Tinco
3180,Plutón Tornamesa
3181,Plutón Tusini
3182,Plutón Tuturane
3183,Plutón Uchuchacua
3184,Plutón Usco
3185,Plutón Utcuyacu
3186,Plutón Versalles
3187,Plutón Villa Azul
3188,Plutón Yahuarcocha - Tonalita
3189,Plutón Yanacocha
3190,Plutón Yanacocha sur
3191,Plutón Yanatile
3192,Plutón Yanico
3193,Plutón Yaurimoco
3194,Plutón Yayamani
3195,Plutón Yumpag
3196,Plutón Yupanca
3197,Pórfido
3198,Pórfido andesítico
3199,Porfido basalto
3200,Pórfido Basanita
3201,Pórfido cuarcífero
3202,Pórfido dacita
3203,Pórfido dacítico
3204,"pórfido dacítico, monzonítico"
3205,Pórfido granodiorita
3206,Pórfido monzonita
3207,Pórfido monzonítico
3208,Pórfido Río Blanco
3209,Pórfido riodacitico
3210,Pórfido riolítico
3211,Pórfido Suparata- Riolita
3212,Pozo de Lodo
3213,Pueblo
3214,Pulpera - pórfido riodacítico
3215,Puma Chanca - granito
3216,Purgatorio - monzogranito
3217,Putón Chungui
3218,Quico - andesita
3219,Quijache - pórfido riodacítico
3220,"Quilloc Mesapelada - granito, granodiorita"
3221,Ramyoc - monzogranito
3222,Represa Agua
3223,río
3224,Río
3225,Riodacita
3226,"Riodacita, dacita"
3227,Riolita
3228,Riolita porfídica
3229,Riolita porfirítica
3230,"Riolita, dacita"
3231,Ríos
3232,"Roca subvolcánica, andesita"
3233,Rocas Igneas - Riolita
3234,Ronatullo - tonalita
3235,Rosasane - diorita
3236,Runtulla - pórfido ácido
3237,San Antonio - granito
3238,"San Antonio - tonalita, granodiorita"
3239,San Francisco de Quenamari - monzogranito
3240,San Gabán - granito
3241,San José - microgranito
3242,San José - toba de cristales
3243,"San Ramón - monzogranito, sienogranito"
3244,Santa Ana - microdiorita
3245,Secuencia Volcánica  Soncolla - Evento 1
3246,Secuencia Volcánica  Soncolla - Evento 2
3247,Secuencia Volcánica Acocunca
3248,Secuencia Volcánica Actapa - Evento 1
3249,Secuencia Volcánica Actapa - Evento 2
3250,Secuencia Volcánica Angasmaca - Evento 1
3251,Secuencia Volcánica Angasmaca - Evento 2
3252,Secuencia Volcánica Antapacay - Evento 1
3253,Secuencia Volcánica Antapacay - Evento 2
3254,Secuencia Volcánica Astobamba - Evento 1
3255,Secuencia Volcánica Cajat
3256,Secuencia Volcánica Cajatambo - Evento 1
3257,Secuencia Volcánica Cajatambo - Evento 2
3258,Secuencia Volcánica Cajatambo - Evento 3
3259,Secuencia Volcánica Chilete - Evento 3
3260,Secuencia Volcánica Chuquibamba
3261,Secuencia Volcánica Coline - Evento 1
3262,Secuencia Volcánica Colta
3263,Secuencia Volcánica Condorhuaín - Evento 1
3264,Secuencia Volcánica Condorhuaín - Evento 2
3265,Secuencia Volcánica Corralmayo
3266,Secuencia Volcánica Cullcorjo - Evento 1
3267,Secuencia Volcánica Cullcorjo - Evento 2
3268,Secuencia Volcánica Cullcorjo - Evento 3
3269,Secuencia Volcánica Cullcorjo - Evento 4
3270,Secuencia volcanica Irman - Evento 1
3271,Secuencia volcanica Irman - Evento 2
3272,Secuencia volcanica Irman - Evento 3
3273,Secuencia volcanica Irman - Evento 4
3274,Secuencia Volcánica Iruro
3275,Secuencia Volcánica Iscay
3276,Secuencia Volcánica Jollapata - Evento 1
3277,Secuencia Volcánica Jollapata - Evento 2
3278,Secuencia Volcánica Jollapata - Evento 3
3279,Secuencia Volcánica Onza
3280,Secuencia Volcánica Palca - Evento 2
3281,Secuencia Volcánica Pocoto
3282,Secuencia Volcánica Quillisani - Evento 1
3283,Secuencia Volcánica Quinsachata
3284,Secuencia Volcánica Ralluna
3285,Secuencia Volcánica Río Chilli - Evento 1
3286,Secuencia Volcánica Río Chilli - Evento 2
3287,Secuencia Volcánica Río Chilli - Evento 3
3288,Secuencia Volcánica Rumicolca
3289,Secuencia Volcánica San José
3290,Secuencia Volcánica San Pablo - Evento 1
3291,Secuencia Volcánica San Pablo - Evento 2
3292,Secuencia Volcánica San Pablo - Evento 3
3293,Secuencia Volcánica Santa Rosa - Evento 1
3294,Secuencia Volcánica Saygua - Evento 1
3295,Secuencia Volcánica Saygua - Evento 2
3296,Secuencia Volcánica Tablachaca - Evento 1
3297,Secuencia Volcánica Umayo
3298,Secuencia Volcánica Untuma
3299,Secuencia Volcánico Tablapata - Evento 2
3300,Sienita
3301,Sienogranito
3302,Sienogranito Huatziroke
3303,Sienogranito San Ramon
3304,Sienogranito Vitoc
