celda,x,y,era,amb,uni,prospcorr_nacional,incert_nacional
142715,-633736.801978333,689287.780675593,Cenozoico,Marino,Formación Heath,0.979588150978088,0.0141661708398572
142716,-631736.022292524,689287.780675593,Cenozoico,Marino,Formación Heath,0.982135415077209,0.0111571929233027
143408,-639739.141035761,687288.245220362,Cenozoico,Marino,Formación Heath,0.978396117687225,0.010960620607919
143409,-637738.361349951,687288.245220362,Cenozoico,Transicional,Formación Zorritos,0.980456471443176,0.0123024119264122
143410,-635737.581664142,687288.245220362,Cenozoico,Transicional,Formación Zorritos,0.98665326833725,0.010159200300734
143412,-631736.022292524,687288.245220362,Cenozoico,Transicional,Formación Zorritos,0.988025724887848,0.00682206595214407
144103,-641739.92072157,685288.709765132,Cenozoico,Transicional,Formación Zorritos,0.985298275947571,0.00686178839554873
144106,-635737.581664142,685288.709765132,Cenozoico,Transicional,Formación Zorritos,0.986179649829865,0.00577399144866759
144107,-633736.801978333,685288.709765132,Cenozoico,Marino,Formación Heath,0.980992376804352,0.00640344752415017
144108,-631736.022292524,685288.709765132,Cenozoico,Marino,Formación Heath,0.977892220020294,0.0172620139555897
144109,-629735.242606715,685288.709765132,Cenozoico,Marino,Formación Heath,0.972206711769104,0.0160418352417043
144110,-627734.462920905,685288.709765132,Cenozoico,Marino,Formación Heath,0.976727426052094,0.00862151454649576
144805,-629735.242606715,683289.174309902,Cenozoico,Marino,Formación Heath,0.977043569087982,0.0153071971707438
144806,-627734.462920905,683289.174309902,Cenozoico,Marino,Formación Heath,0.955301880836487,0.0129586322364623
144816,-607726.666062813,683289.174309902,Cenozoico,Continental,Formación Salinas,0.952405333518982,0.0114785339883548
145498,-635737.581664142,681289.638854672,Cenozoico,Marino,Formación Heath,0.975474119186401,0.00879725930989295
145500,-631736.022292524,681289.638854672,Cenozoico,Marino,Formación Heath,0.979384362697601,0.0180712383571093
145501,-629735.242606715,681289.638854672,Cenozoico,Marino,Formación Heath,0.956459820270538,0.0105869460659309
145502,-627734.462920905,681289.638854672,Cenozoico,Marino,Formación Heath,0.968722283840179,0.0168733633039482
145510,-611728.225434432,681289.638854672,Cenozoico,Marino,Grupo Talara,0.986902952194214,0.00847122958192377
146194,-635737.581664142,679290.103399442,Cenozoico,Marino,Formación Heath,0.975179135799408,0.0133485730194621
146195,-633736.801978333,679290.103399442,Cenozoico,Marino,Formación Heath,0.975662410259247,0.00794600238367646
146196,-631736.022292524,679290.103399442,Cenozoico,Marino,Formación Heath,0.978950798511505,0.00410444345770493
146197,-629735.242606715,679290.103399442,Cenozoico,Marino,Formación Heath,0.971880972385406,0.0162890137422744
146205,-613729.005120241,679290.103399442,Cenozoico,Marino,Grupo Talara,0.976638734340668,0.00844259416764847
146888,-639739.141035761,677290.567944212,Cenozoico,Marino,Formación Heath,0.978901565074921,0.0174353626249135
146889,-637738.361349951,677290.567944212,Cenozoico,Marino,Formación Heath,0.967862904071808,0.00810807956237256
147582,-643740.700407379,675291.032488982,Cenozoico,Marino,Formación Heath,0.97765976190567,0.0147031550791421
148276,-647742.259778998,673291.497033751,Cenozoico,Marino,Formación Heath,0.981489241123199,0.00538855504168051
148277,-645741.480093188,673291.497033751,Cenozoico,Marino,Formación Heath,0.982135415077209,0.0150168897507789
148281,-637738.361349951,673291.497033751,Cenozoico,Marino,Grupo Talara,0.965704679489136,0.0143346650382115
148284,-631736.022292524,673291.497033751,Cenozoico,Marino,Grupo Talara,0.97573858499527,0.00703153198614882
148285,-629735.242606715,673291.497033751,Cenozoico,Marino,Grupo Talara,0.982227027416229,0.00856331265324209
148971,-649743.039464807,671291.961578521,Cenozoico,Marino,Depósito marino,0.9704629778862,0.00980763001912461
148973,-645741.480093188,671291.961578521,Cenozoico,Marino,Grupo Talara,0.985528886318207,0.0112032775934882
148985,-621732.123863478,671291.961578521,Cenozoico,Marino,Grupo Talara,0.968369245529175,0.0129829616813196
149668,-647742.259778998,669292.426123291,Cenozoico,Marino,Grupo Talara,0.984145224094391,0.0126032947585518
149669,-645741.480093188,669292.426123291,Cenozoico,Marino,Grupo Talara,0.982948482036591,0.00933324111151586
150363,-649743.039464807,667292.890668061,Cenozoico,Marino,Grupo Talara,0.983700215816498,0.00812067646686586
150364,-647742.259778998,667292.890668061,Cenozoico,Marino,Grupo Talara,0.980092763900757,0.0170614692253995
150371,-633736.801978333,667292.890668061,Cenozoico,Marino,Grupo Talara,0.955660283565521,0.0161995914594599
150374,-627734.462920905,667292.890668061,Cenozoico,Marino,Grupo Talara,0.975829482078552,0.0132086207486231
151058,-651743.819150616,665293.355212831,Cenozoico,Marino,Grupo Talara,0.984577476978302,0.00856747884960614
151066,-635737.581664142,665293.355212831,Cenozoico,Marino,Grupo Talara,0.954820156097412,0.0142473290571997
151070,-627734.462920905,665293.355212831,Cenozoico,Marino,Grupo Talara,0.979899406433105,0.0148960455608587
151754,-651743.819150616,663293.819757601,Cenozoico,Marino,Grupo Talara,0.984524667263031,0.0121398758711013
151756,-647742.259778998,663293.819757601,Cenozoico,Marino,Grupo Talara,0.978438675403595,0.0082560068197223
151761,-637738.361349951,663293.819757601,Cenozoico,Marino,Grupo Talara,0.984787702560425,0.0171079628218961
151762,-635737.581664142,663293.819757601,Cenozoico,Marino,Grupo Talara,0.959074437618256,0.00964647435970929
152456,-639739.141035761,661294.28430237,Cenozoico,Marino,Grupo Talara,0.983623385429382,0.0131433245930559
153141,-661747.717579662,659294.74884714,Cenozoico,Marino,Grupo Talara,0.98355895280838,0.0147860771789413
153146,-651743.819150616,659294.74884714,Cenozoico,Marino,Formación Heath,0.962978422641754,0.0179135172783831
155922,-667750.05663709,651296.60702622,Cenozoico,Marino,Formación Heath,0.972289681434631,0.0166079596685432
156618,-667750.05663709,649297.07157099,Cenozoico,Marino,Formación Heath,0.977219462394714,0.0116931685705051
157312,-671751.616008708,647297.536115759,Cenozoico,Marino,Depósito marino,0.976868391036987,0.0153243777100867
161482,-683756.294123564,635300.323384378,Cenozoico,Marino,Grupo Talara,0.988101840019226,0.0071818536318719
161483,-681755.514437754,635300.323384378,Cenozoico,Marino,Grupo Talara,0.989248633384705,0.00833686554987454
161484,-679754.734751945,635300.323384378,Cenozoico,Marino,Grupo Talara,0.983866035938263,0.0163316057896572
163567,-689758.633180991,629301.717018688,Cenozoico,Marino,Formación Tablazo Máncora,0.975870490074158,0.00866519464102104
163568,-687757.853495182,629301.717018688,Cenozoico,Marino,Formación Tablazo Máncora,0.965763032436371,0.00859024910327796
163581,-661747.717579662,629301.717018688,Cenozoico,Marino,Grupo Talara,0.962477564811707,0.0149783573632654
163583,-657746.158208044,629301.717018688,Cenozoico,Marino,Grupo Talara,0.951568484306335,0.0181460284801634
164261,-693760.19255261,627302.181563458,Cenozoico,Continental,Depósito aluvial,0.943126261234283,0.00676869763241579
164262,-691759.412866801,627302.181563458,Cenozoico,Marino,Formación Tablazo Máncora,0.964329957962036,0.00647335376691612
164263,-689758.633180991,627302.181563458,Cenozoico,Marino,Formación Tablazo Máncora,0.962973117828369,0.00834275331855566
164276,-663748.497265471,627302.181563458,Cenozoico,Marino,Grupo Talara,0.976820945739746,0.00850397805355483
164277,-661747.717579662,627302.181563458,Cenozoico,Marino,Grupo Talara,0.969211757183075,0.00765887070879384
164279,-657746.158208044,627302.181563458,Cenozoico,Marino,Grupo Talara,0.97260969877243,0.00457039563378586
164960,-687757.853495182,625302.646108228,Cenozoico,Marino,Formación Tablazo Máncora,0.964906454086304,0.0159424274860996
164973,-661747.717579662,625302.646108228,Cenozoico,Marino,Grupo Talara,0.970654308795929,0.0171827665652492
165653,-693760.19255261,623303.110652998,Cenozoico,Transicional,Formación Verdún,0.968616604804993,0.0120285816937136
165654,-691759.412866801,623303.110652998,Cenozoico,Transicional,Formación Verdún,0.962279140949249,0.00660210319737286
165655,-689758.633180991,623303.110652998,Cenozoico,Marino,Formación Tablazo Máncora,0.973095178604126,0.0122575709359903
166349,-693760.19255261,621303.575197767,Cenozoico,Transicional,Formación Verdún,0.984832227230072,0.0109928974902478
166350,-691759.412866801,621303.575197767,Cenozoico,Marino,Formación Tablazo Máncora,0.974187076091766,0.0161177742022969
166364,-663748.497265471,621303.575197767,Cenozoico,Marino,Grupo Talara,0.936896026134491,0.0149986185078765
166366,-659746.937893853,621303.575197767,Cenozoico,Marino,Grupo Talara,0.958185136318207,0.011344485793163
167045,-693760.19255261,619304.039742537,Cenozoico,Continental,Depósito eólico,0.954754292964935,0.00623367975250213
167046,-691759.412866801,619304.039742537,Cenozoico,Marino,Formación Tablazo Máncora,0.975791692733765,0.0171289313999026
167057,-669750.836322899,619304.039742537,Cenozoico,Marino,Grupo Talara,0.966805636882782,0.0119735564084136
167741,-693760.19255261,617304.504287307,Cenozoico,Continental,Depósito eólico,0.954754292964935,0.00508687667680731
168437,-693760.19255261,615304.968832077,Cenozoico,Transicional,Formación Verdún,0.984832227230072,0.00203029542144989
168453,-661747.717579662,615304.968832077,Cenozoico,Marino,Grupo Talara,0.971644580364227,0.0117499447376635
169133,-693760.19255261,613305.433376847,Cenozoico,Transicional,Formación Verdún,0.984832227230072,0.00502609975685785
169136,-687757.853495182,613305.433376847,Cenozoico,Marino,Formación Tablazo Máncora,0.967232823371887,0.0155694948795159
169830,-691759.412866801,611305.897921617,Cenozoico,Marino,Formación Tablazo Máncora,0.977938413619995,0.0138975100032081
169838,-675753.175380327,611305.897921617,Cenozoico,Marino,Formación Tablazo Máncora,0.947791635990143,0.0141070430263995
170524,-695760.972238419,609306.362466387,Cenozoico,Marino,Grupo Talara,0.989253342151642,0.00327411977729039
170525,-693760.19255261,609306.362466387,Cenozoico,Marino,Grupo Talara,0.987247824668884,0.00385710942372753
170526,-691759.412866801,609306.362466387,Cenozoico,Marino,Formación Tablazo Máncora,0.981399595737457,0.00647390581078355
170527,-689758.633180991,609306.362466387,Cenozoico,Marino,Formación Tablazo Máncora,0.982353568077087,0.00911334385530728
170536,-671751.616008708,609306.362466387,Cenozoico,Marino,Grupo Talara,0.980396091938019,0.0182820777863405
171219,-697761.751924228,607306.827011156,Cenozoico,Marino,Grupo Talara,0.988443315029144,0.00312451920517174
171220,-695760.972238419,607306.827011156,Cenozoico,Transicional,Formación Verdún,0.978017508983612,0.00273938550971659
171221,-693760.19255261,607306.827011156,Cenozoico,Transicional,Formación Verdún,0.984362900257111,0.00845892473902033
171222,-691759.412866801,607306.827011156,Cenozoico,Transicional,Formación Verdún,0.982080459594727,0.00760058020389376
171223,-689758.633180991,607306.827011156,Cenozoico,Transicional,Formación Verdún,0.983629524707794,0.00759964444565585
171915,-697761.751924228,605307.291555926,Cenozoico,Transicional,Formación Verdún,0.972909867763519,0.0024222331222069
171918,-691759.412866801,605307.291555926,Cenozoico,Transicional,Formación Verdún,0.975552797317505,0.00694079863234056
171920,-687757.853495182,605307.291555926,Cenozoico,Transicional,Formación Verdún,0.982417404651642,0.0137424547982035
172610,-699762.531610037,603307.756100696,Cenozoico,Transicional,Formación Verdún,0.974755108356476,0.0045320632112253
172611,-697761.751924228,603307.756100696,Cenozoico,Transicional,Formación Verdún,0.966826915740967,0.0103542639277391
172613,-693760.19255261,603307.756100696,Cenozoico,Transicional,Formación Verdún,0.960878193378448,0.00927524201896068
172616,-687757.853495182,603307.756100696,Cenozoico,Marino,Grupo Talara,0.989018976688385,0.00769014927033036
173307,-697761.751924228,601308.220645466,Cenozoico,Continental,Depósito fluvial,0.954972445964813,0.00538767232189578
173312,-687757.853495182,601308.220645466,Cenozoico,Transicional,Formación Pariñas,0.992400527000427,0.00183486705868437
173313,-685757.073809373,601308.220645466,Cenozoico,Marino,Formación Tablazo Máncora,0.972206294536591,0.0063711377050708
173315,-681755.514437754,601308.220645466,Cenozoico,Marino,Formación Tablazo Máncora,0.975038588047028,0.00993254366293061
174005,-693760.19255261,599308.685190236,Cenozoico,Transicional,Formación Verdún,0.977262258529663,0.0141187041928708
174008,-687757.853495182,599308.685190236,Cenozoico,Marino,Grupo Talara,0.985525190830231,0.0144187071780184
174009,-685757.073809373,599308.685190236,Cenozoico,Marino,Grupo Talara,0.985093355178833,0.0113054532619278
174700,-695760.972238419,597309.149735006,Cenozoico,Marino,Grupo Talara,0.986057281494141,0.0154976560408228
174701,-693760.19255261,597309.149735006,Cenozoico,Marino,Grupo Talara,0.983683943748474,0.0089311968017897
174705,-685757.073809373,597309.149735006,Cenozoico,Marino,Grupo Talara,0.983192920684814,0.00825490480520422
176092,-695760.972238419,593310.078824545,Cenozoico,Marino,Grupo Talara,0.986892998218536,0.00668137370311166
176093,-693760.19255261,593310.078824545,Cenozoico,Marino,Grupo Talara,0.964900016784668,0.0138653927410448
176787,-697761.751924228,591310.543369315,Cenozoico,Marino,Grupo Talara,0.987608373165131,0.00509740195435017
176788,-695760.972238419,591310.543369315,Cenozoico,Marino,Grupo Talara,0.979014813899994,0.0170615081037093
177485,-693760.19255261,589311.007914085,Cenozoico,Marino,Grupo Talara,0.969607889652252,0.0154129695513092
177490,-683756.294123564,589311.007914085,Cenozoico,Transicional,Formación Pariñas,0.979147911071777,0.0131434663545951
178179,-697761.751924228,587311.472458855,Cenozoico,Marino,Grupo Talara,0.984503507614136,0.0102350156784424
178182,-691759.412866801,587311.472458855,Cenozoico,Transicional,Formación Verdún,0.965797960758209,0.0116351060890245
178183,-689758.633180991,587311.472458855,Cenozoico,Transicional,Formación Verdún,0.959756731987,0.0146928845272272
178185,-685757.073809373,587311.472458855,Cenozoico,Transicional,Formación Pariñas,0.986451029777527,0.00286137163426598
178186,-683756.294123564,587311.472458855,Cenozoico,Transicional,Formación Pariñas,0.983349442481995,0.00590478882746593
178187,-681755.514437754,587311.472458855,Cenozoico,Transicional,Formación Pariñas,0.968956828117371,0.00994426435372227
178208,-639739.141035761,587311.472458855,Cenozoico,Transicional,Formación Verdún,0.960317194461823,0.0129694825756985
178876,-695760.972238419,585311.937003625,Cenozoico,Transicional,Formación Pariñas,0.987922012805939,0.00566560391450181
178879,-689758.633180991,585311.937003625,Cenozoico,Transicional,Formación Verdún,0.961655676364899,0.0160324659612273
178881,-685757.073809373,585311.937003625,Cenozoico,Marino,Formación Tablazo Máncora,0.980664014816284,0.0037850543057128
178882,-683756.294123564,585311.937003625,Cenozoico,Marino,Formación Tablazo Máncora,0.973395764827728,0.00756055491712211
179569,-701763.311295847,583312.401548395,Cenozoico,Continental,Depósito eólico,0.947356820106506,0.0113617507797082
179570,-699762.531610037,583312.401548395,Cenozoico,Continental,Depósito eólico,0.958251595497131,0.0071614983404521
179578,-683756.294123564,583312.401548395,Cenozoico,Marino,Formación Tablazo Máncora,0.981324851512909,0.00553365260362265
180265,-701763.311295847,581312.866093164,Cenozoico,Marino,Depósito marino,0.985473334789276,0.00241601957355056
180274,-683756.294123564,581312.866093164,Cenozoico,Marino,Formación Tablazo Máncora,0.967338442802429,0.0155217672218152
180275,-681755.514437754,581312.866093164,Cenozoico,Marino,Formación Tablazo Máncora,0.978545308113098,0.0115382407612428
180962,-699762.531610037,579313.330637934,Cenozoico,Marino,Depósito marino,0.985473334789276,0.0031046511361606
180972,-679754.734751945,579313.330637934,Cenozoico,Marino,Formación Tablazo Máncora,0.976099491119385,0.0178581297363903
181659,-697761.751924228,577313.795182704,Cenozoico,Marino,Depósito marino,0.985125660896301,0.00974041208121225
183750,-691759.412866801,571315.188817014,Cenozoico,Marino,Depósito marino,0.985125660896301,0.0105771394238418
185152,-671751.616008708,567316.117906553,Cenozoico,Marino,Formación Tablazo Talara,0.971694350242615,0.0129362815247976
185153,-669750.836322899,567316.117906553,Cenozoico,Marino,Formación Tablazo Talara,0.967567026615143,0.00612536066813561
185154,-667750.05663709,567316.117906553,Cenozoico,Marino,Formación Chira,0.979436695575714,0.0100751567092328
185841,-685757.073809373,565316.582451323,Cenozoico,Marino,Depósito marino,0.986959993839264,0.0169068574625601
185846,-675753.175380327,565316.582451323,Cenozoico,Transicional,Formación Verdún,0.973790049552917,0.0157019473890521
185848,-671751.616008708,565316.582451323,Cenozoico,Marino,Formación Tablazo Talara,0.973532438278198,0.00954242718699828
185849,-669750.836322899,565316.582451323,Cenozoico,Continental,Depósito aluvial,0.927852094173431,0.0144042865160428
185850,-667750.05663709,565316.582451323,Cenozoico,Continental,Depósito aluvial,0.932059764862061,0.0132369820829178
185851,-665749.276951281,565316.582451323,Cenozoico,Marino,Formación Chira-Miembro Superior,0.97432005405426,0.0127716142793241
186544,-671751.616008708,563317.046996093,Cenozoico,Marino,Formación Chira,0.974520683288574,0.00847012832283598
186547,-665749.276951281,563317.046996093,Cenozoico,Marino,Formación Chira-Miembro Superior,0.980410635471344,0.00761685962762673
186548,-663748.497265471,563317.046996093,Cenozoico,Marino,Formación Chira-Miembro Superior,0.97100156545639,0.0118160639134511
187234,-683756.294123564,561317.511540863,Cenozoico,Marino,Depósito marino,0.985473334789276,0.0124505062822391
187243,-665749.276951281,561317.511540863,Cenozoico,Marino,Formación Chira-Miembro Superior,0.973894059658051,0.00579052756562125
187244,-663748.497265471,561317.511540863,Cenozoico,Marino,Formación Chira-Miembro Superior,0.955972254276276,0.00423654107916989
187937,-669750.836322899,559317.976085633,Cenozoico,Marino,Formación Tablazo Talara,0.966235458850861,0.00920526883618591
189330,-667750.05663709,555318.905175172,Cenozoico,Marino,Formación Tablazo Talara,0.9643514752388,0.0131554080211828
189331,-665749.276951281,555318.905175172,Cenozoico,Marino,Formación Talara Tablazo,0.951604068279266,0.015783173775529
189335,-657746.158208044,555318.905175172,Cenozoico,Marino,Formación Talara Tablazo,0.947018980979919,0.00313399398137922
189336,-655745.378522235,555318.905175172,Cenozoico,Marino,Formación Talara Tablazo,0.934070408344269,0.0150777614732973
192808,-671751.616008708,545321.227899022,Cenozoico,Marino,Formación Chira,0.982693433761597,0.0137960825738927
194200,-671751.616008708,541322.156988561,Cenozoico,Marino,Formación Tablazo Talara,0.97647899389267,0.0114715977502171
197674,-683756.294123564,531324.479712411,Cenozoico,Continental,Depósito eólico,0.951239049434662,0.00578564971714914
199761,-685757.073809373,525325.87334672,Sin dato,Sin dato,"Gneis, esquisto",0.961142301559448,0.0167594720327952
201154,-683756.294123564,521326.80243626,Cenozoico,Marino,Formación Tablazo Talara,0.979075908660889,0.0111937083924029
201851,-681755.514437754,519327.26698103,Cenozoico,Marino,Formación Tablazo Talara,0.979562044143677,0.012033392357608
202548,-679754.734751945,517327.7315258,Cenozoico,Marino,Formación Tablazo Talara,0.979562044143677,0.00940287717718298
202549,-677753.955066136,517327.7315258,Cenozoico,Marino,Formación Tablazo Talara,0.980865716934204,0.0138620868957116
203245,-677753.955066136,515328.196070569,Cenozoico,Marino,Formación Tablazo Talara,0.982692003250122,0.0164602896700027
203941,-677753.955066136,513328.660615339,Sin dato,Sin dato,Océano,0.947477996349335,0.0107113697583073
204640,-671751.616008708,511329.125160109,Cenozoico,Marino,Depósito marino,0.974733352661133,0.0172281187001176
206734,-659746.937893853,505330.518794419,Cenozoico,Marino,Formación Chira,0.975872397422791,0.0115094102016495
207429,-661747.717579662,503330.983339189,Cenozoico,Continental,Depósito eólico,0.953463137149811,0.0124445226903916
207431,-657746.158208044,503330.983339189,Cenozoico,Continental,Depósito eólico,0.917284607887268,0.0164921305146933
208126,-659746.937893853,501331.447883958,Cenozoico,Continental,Depósito eólico,0.953151285648346,0.00622983055513035
216484,-647742.259778998,477337.022421197,Cenozoico,Continental,Depósito eólico,0.946146845817566,0.0158058772456987
217876,-647742.259778998,473337.951510736,Cenozoico,Continental,Depósito eólico,0.947356820106506,0.00753299257530679
219268,-647742.259778998,469338.880600276,Cenozoico,Continental,Depósito eólico,0.946146845817566,0.0149546149884525
223431,-673752.395694518,457341.667868895,Cenozoico,Continental,Depósito fluvial,0.958448648452759,0.0100213482938903
223433,-669750.836322899,457341.667868895,Cenozoico,Continental,Depósito fluvial,0.954262316226959,0.00642036337156538
224131,-665749.276951281,455342.132413665,Cenozoico,Marino,Formación Tablazo Lobitos,0.959495484828949,0.00985467077564739
224827,-665749.276951281,453342.596958435,Cenozoico,Continental,Depósito aluvial,0.926915347576141,0.0116089052132494
253435,-521693.139573017,371361.643293999,Cenozoico,Continental,Depósito eólico,0.944377183914185,0.0175368462473283
253437,-517691.580201398,371361.643293999,Cenozoico,Continental,Depósito aluvial,0.923917591571808,0.00681600834779647
254827,-521693.139573017,367362.572383538,Cenozoico,Continental,Depósito eólico,0.9371178150177,0.0129556950593679
261775,-545702.495802727,347367.217831237,Cenozoico,Continental,Depósito eólico,0.918185830116272,0.0182080430650851
262471,-545702.495802727,345367.682376007,Cenozoico,Continental,Depósito eólico,0.95728075504303,0.0100804652259575
265955,-537699.37705949,335370.005099856,Cenozoico,Continental,Depósito aluvial,0.94300651550293,0.0117327576917837
266669,-501685.342714924,333370.469644626,Cenozoico,Continental,Depósito eólico,0.934857785701752,0.0160906762108946
268060,-503686.122400734,329371.398734166,Cenozoico,Continental,Depósito eólico,0.943635821342468,0.016531837735662
269441,-525694.698944635,325372.327823705,Cenozoico,Continental,Depósito aluvial,0.962089657783508,0.0100597035287849
270138,-523693.919258826,323372.792368475,Cenozoico,Continental,Depósito aluvial,0.962089657783508,0.0119056186812674
272228,-519692.359887207,317374.186002785,Sin dato,Sin dato,Océano,0.969503223896027,0.0102187174596263
277108,-503686.122400734,303377.437816174,Cenozoico,Sin dato,Plutón Catalina,0.960555613040924,0.0168341001426386
279197,-501685.342714924,297378.831450483,Cenozoico,Sin dato,Centro Volcánico Catalina - Evento 1,0.945526897907257,0.0136984924313187
282680,-495683.003657497,287381.154174332,Cenozoico,Continental,Depósito aluvial,0.920586705207825,0.00932281233642311
284763,-505686.902086543,281382.547808642,Cenozoico,Continental,Depósito aluvial,0.94300651550293,0.0113944510219187
307057,-461669.74899874,217397.413241277,Cenozoico,Continental,Depósito aluvial,0.94300651550293,0.0067520989241851
307754,-459668.969312931,215397.877786047,Cenozoico,Transicional,Depósito marino,0.985716462135315,0.00677334216982067
307755,-457668.189627121,215397.877786047,Cenozoico,Continental,Depósito aluvial,0.944400072097778,0.00679997758288813
308452,-455667.409941312,213398.342330817,Cenozoico,Continental,Depósito aluvial,0.931104600429535,0.00612469103997204
309849,-445663.511512266,209399.271420357,Cenozoico,Continental,Depósito eólico,0.943640172481537,0.0133548626143417
316117,-437660.392769029,191403.452323285,Cenozoico,Transicional,Depósito marino,0.984701156616211,0.00805488687039487
346065,-397644.799052845,105423.427748389,Cenozoico,Transicional,Depósito marino,0.986775934696198,0.00997845186375771
351641,-381638.561566371,89427.1441065475,Cenozoico,Continental,Depósito eólico,0.92168515920639,0.0112301802565207
357210,-379637.781880562,73430.8604647063,Cenozoico,Transicional,Depósito marino,0.984415054321289,0.0114917593979747
358605,-373635.442823134,69431.789554246,Cenozoico,Continental,Depósito eólico,0.970315098762512,0.0169757843699144
379495,-353627.645965042,9445.72589734154,Cenozoico,Continental,Depósito eólico,0.955779910087585,0.0170280308221741
380887,-353627.645965042,5446.65498688124,Cenozoico,Transicional,Depósito marino,0.966115951538086,0.0144565320120345
385068,-343623.747535996,-6550.55774449965,Cenozoico,Continental,Depósito aluvial,0.930772542953491,0.0152246027195586
417805,-293604.255390765,-100528.724140317,Cenozoico,Continental,Depósito marino,0.981638669967651,0.018115313893174
427554,-283600.356961719,-128522.220513539,Cenozoico,Continental,Depósito eólico,0.947324097156525,0.012624514074043
428251,-281599.57727591,-130521.755968769,Cenozoico,Continental,Depósito eólico,0.943846762180328,0.0167138065471652
430338,-283600.356961719,-136520.362334459,Cenozoico,Continental,Depósito eólico,0.951256275177002,0.00904083685149661
430339,-281599.57727591,-136520.362334459,Cenozoico,Continental,Depósito eólico,0.916579723358154,0.00658638136119705
431032,-287601.916333337,-138519.89778969,Cenozoico,Continental,Depósito eólico,0.969595849514008,0.00351334153067411
431034,-283600.356961719,-138519.89778969,Cenozoico,Continental,Depósito eólico,0.96901661157608,0.0122850511885808
431734,-275597.238218482,-140519.43324492,Cenozoico,Continental,Depósito eólico,0.965307354927063,0.00938335008275846
432429,-277598.017904291,-142518.96870015,Cenozoico,Continental,Depósito eólico,0.931441187858582,0.0176659089075021
434515,-281599.57727591,-148517.57506584,Cenozoico,Continental,Depósito eólico,0.964558064937592,0.0133332261695349
439400,-255589.44136039,-162514.323252451,Cenozoico,Continental,Depósito eólico,0.953429698944092,0.0125030534414217
450546,-235581.644502298,-194506.890536134,Cenozoico,Continental,Depósito eólico,0.962888300418854,0.00502964320668955
450547,-233580.864816488,-194506.890536134,Cenozoico,Continental,Depósito eólico,0.969595849514008,0.0143593360429771
451242,-235581.644502298,-196506.425991364,Cenozoico,Continental,Depósito eólico,0.931211054325104,0.0157013746398506
451937,-237582.424188107,-198505.961446594,Cenozoico,Continental,Depósito eólico,0.954754292964935,0.0108119566916713
451938,-235581.644502298,-198505.961446594,Cenozoico,Continental,Depósito eólico,0.950249195098877,0.0122765520677895
458900,-231580.085130679,-218501.315998896,Cenozoico,Continental,Depósito fluvial,0.963905930519104,0.01696166340661
467258,-219575.407015824,-242495.741461657,Cenozoico,Continental,Depósito eólico,0.934515237808228,0.0107929462068785
