design,rep,fold,model,AUC,TSS,PR_AUC,Boyce
Mesozoic,5,2,MaxEnt,0.799528221022965,0.495313067866229,0.00221493468121946,0.830780403254297
Mesozoic,5,2,Random forest,0.835391651980718,0.569314251885173,0.0050346565406276,0.874267171196679
Mesozoic,5,2,Gradient boosting,0.859456037010878,0.683745797075611,0.00776007434341988,0.690551466957357
Mesozoic,5,3,Geological baseline,0.819065047876994,0.509708903691775,0.00141388900920469,0.881680613267819
Mesozoic,5,3,MaxEnt,0.874289339482224,0.705353090654313,0.00344277886299801,0.784986435362869
Mesozoic,5,3,Random forest,0.84849188339416,0.599328641492465,0.0121488673590138,0.847579379526013
Mesozoic,5,3,Gradient boosting,0.856626266640175,0.568068293125024,0.0135026041410882,0.846925720824159
Mesozoic,5,4,Geological baseline,0.668952540590285,0.477604680207717,0.000303651284006854,0.465369345199037
Mesozoic,5,4,MaxEnt,0.771524354170775,0.545043712614212,0.000398170117010822,0.756644449203734
Mesozoic,5,4,Random forest,0.779977650693486,0.49602642476829,0.000310260059919761,0.722968462440374
Mesozoic,5,4,Gradient boosting,0.740687241175311,0.475014789982252,0.000251926752317247,0.603178488845288
Mesozoic,5,5,Geological baseline,0.750749828583249,0.434777149710773,0.00177168120200484,0.828283210838796
Mesozoic,5,5,MaxEnt,0.866044671780015,0.647230496902156,0.00330288063522783,0.924506702884387
Mesozoic,5,5,Random forest,0.835310744201943,0.580192182544901,0.00715068650401504,0.80952380952381
Mesozoic,5,5,Gradient boosting,0.866246413655116,0.634167923297228,0.0059500623170549,0.779246150786742
Mesozoic,6,1,Geological baseline,0.662705282664583,0.345839293350833,0.000799435648963167,0.661093652917021
Mesozoic,6,1,MaxEnt,0.795744178844764,0.533572225581132,0.00148892229074518,0.924506702884387
Mesozoic,6,1,Random forest,0.801206258387035,0.46943506407326,0.00315205281052255,0.666666666666667
Mesozoic,6,1,Gradient boosting,0.830955224907712,0.587925127433776,0.00430122816688523,0.840554073221593
Mesozoic,6,2,Geological baseline,0.77908713206078,0.41219173792495,0.00196827482123886,0.962351520069081
Mesozoic,6,2,MaxEnt,0.802002165367979,0.513313355870837,0.00223588928619629,0.855955566989276
Mesozoic,6,2,Random forest,0.823853562609383,0.573712036535442,0.00422725446912338,0.864530967116533
Mesozoic,6,2,Gradient boosting,0.841188316155916,0.619102477068204,0.0282181446277002,0.596609087050234
Mesozoic,6,3,Geological baseline,0.819065047876994,0.509708903691775,0.00141388900920469,0.881680613267819
Mesozoic,6,3,MaxEnt,0.875483562871016,0.706348625388227,0.00254501193483827,0.784986435362869
Mesozoic,6,3,Random forest,0.844495801395004,0.574665453620142,0.0140883020376202,0.830627791935493
Mesozoic,6,3,Gradient boosting,0.832310261049006,0.613324688633963,0.0251499167350148,0.782274902440635
Mesozoic,6,4,Geological baseline,0.668952540590285,0.477604680207717,0.000303651284006854,0.465369345199037
Mesozoic,6,4,MaxEnt,0.782301321238415,0.564040623151252,0.000483303268127488,0.678575799950949
Mesozoic,6,4,Random forest,0.754645697758496,0.480036810622494,0.000269795929994026,0.507346289431841
Mesozoic,6,4,Gradient boosting,0.687803194636167,0.448024715703674,0.00027638313837963,0.376986555528305
Mesozoic,6,5,Geological baseline,0.750749828583249,0.434777149710773,0.00177168120200484,0.828283210838796
Mesozoic,6,5,MaxEnt,0.867562417616747,0.660273492181651,0.00369120193506,0.956717261205505
Mesozoic,6,5,Random forest,0.814573254219874,0.55307492497458,0.0111291538593109,0.785714285714286
Mesozoic,6,5,Gradient boosting,0.831308891922111,0.597105727639105,0.0070258412589166,0.644220275096841
Mesozoic,7,1,Geological baseline,0.662705282664583,0.345839293350833,0.000799435648963167,0.661093652917021
Mesozoic,7,1,MaxEnt,0.799641170080466,0.539574024646208,0.00163931591882979,0.921223750591135
Mesozoic,7,1,Random forest,0.80985160170862,0.482877422716392,0.0042327159070872,0.607142857142857
Mesozoic,7,1,Gradient boosting,0.845408205899557,0.625269491100527,0.0127789690431985,0.740252145476344
Mesozoic,7,2,Geological baseline,0.77908713206078,0.41219173792495,0.00196827482123886,0.962351520069081
Mesozoic,7,2,MaxEnt,0.798255057795211,0.472686420125579,0.00256609417585168,0.855955566989276
Mesozoic,7,2,Random forest,0.842893867254257,0.569199964342287,0.00521376860690428,0.756322556535113
Mesozoic,7,2,Gradient boosting,0.85216296794082,0.680372028809604,0.0278698311255782,0.4087119456848
Mesozoic,7,3,Geological baseline,0.819065047876994,0.509708903691775,0.00141388900920469,0.881680613267819
Mesozoic,7,3,MaxEnt,0.877814145935074,0.716362533594069,0.00363239491129226,0.784986435362869
Mesozoic,7,3,Random forest,0.858033470323932,0.632951641970015,0.0263827404312203,0.756322556535113
Mesozoic,7,3,Gradient boosting,0.878102767349528,0.651345331339475,0.00870755499210634,0.885716211854273
Mesozoic,7,4,Geological baseline,0.668952540590285,0.477604680207717,0.000303651284006854,0.465369345199037
Mesozoic,7,4,MaxEnt,0.779031091829357,0.543038848353382,0.000467712460243279,0.678575799950949
Mesozoic,7,4,Random forest,0.802772300006573,0.616002760796687,0.000325645166694444,0.736485379546474
Mesozoic,7,4,Gradient boosting,0.725859462301979,0.378018799710774,0.000351349630489628,0.479431013307194
Mesozoic,7,5,Geological baseline,0.750749828583249,0.434777149710773,0.00177168120200484,0.828283210838796
Mesozoic,7,5,MaxEnt,0.866043394932704,0.636258122344956,0.00352863603954479,0.956717261205505
Mesozoic,7,5,Random forest,0.82821509088812,0.544067192812882,0.00877425194590253,0.898219696434944
Mesozoic,7,5,Gradient boosting,0.851235796669727,0.634222827731592,0.00489624702872768,0.890811903878312
Mesozoic,8,1,Geological baseline,0.662705282664583,0.345839293350833,0.000799435648963167,0.661093652917021
Mesozoic,8,1,MaxEnt,0.783688476644105,0.534574983164487,0.0013510156804382,0.856348838577675
Mesozoic,8,1,Random forest,0.792539532734628,0.46353255767085,0.00266265232000262,0.64671818143316
Mesozoic,8,1,Gradient boosting,0.834003558806325,0.57524958341321,0.00365421413919886,0.819150073319746
Mesozoic,8,2,Geological baseline,0.77908713206078,0.41219173792495,0.00196827482123886,0.962351520069081
Mesozoic,8,2,MaxEnt,0.797745335353937,0.46005993238749,0.00294059742786169,0.910015070274898
Mesozoic,8,2,Random forest,0.83669986338829,0.599728452798102,0.00390630575659101,0.92217222167321
Mesozoic,8,2,Gradient boosting,0.852345066092486,0.668355836550528,0.00812414154616905,0.484780006819233
Mesozoic,8,3,Geological baseline,0.819065047876994,0.509708903691775,0.00141388900920469,0.881680613267819
Mesozoic,8,3,MaxEnt,0.872936862322705,0.699350601817478,0.00223053462557579,0.784986435362869
Mesozoic,8,3,Random forest,0.863664376518487,0.664023758980204,0.00355399405229241,0.626679561440512
Mesozoic,8,3,Gradient boosting,0.845473210146367,0.60708447056445,0.00403075039882367,0.726555907018187
Mesozoic,8,4,Geological baseline,0.668952540590285,0.477604680207717,0.000303651284006854,0.465369345199037
Mesozoic,8,4,MaxEnt,0.772375599815947,0.538043121014922,0.000403958959809266,0.678575799950949
Mesozoic,8,4,Random forest,0.818178531519095,0.696049431407349,0.000278537760228534,0.86248869203413
Mesozoic,8,4,Gradient boosting,0.778580819036351,0.566045487412082,0.000270779802847993,0.712847304998976
Mesozoic,8,5,Geological baseline,0.750749828583249,0.434777149710773,0.00177168120200484,0.828283210838796
Mesozoic,8,5,MaxEnt,0.868357042259816,0.646257964867121,0.00342395348191751,0.94727181327905
Mesozoic,8,5,Random forest,0.823576517415985,0.536094558204446,0.0107656422217779,0.904761904761905
Mesozoic,8,5,Gradient boosting,0.853141916896819,0.614207394903762,0.0065277210214738,0.737818594316116
Mesozoic,9,1,Geological baseline,0.662705282664583,0.345839293350833,0.000799435648963167,0.661093652917021
Mesozoic,9,1,MaxEnt,0.799653458776341,0.539243212953269,0.00157320378035977,0.924506702884387
Mesozoic,9,1,Random forest,0.805145522736545,0.478529682116015,0.00574308204171866,0.833333333333334
Mesozoic,9,1,Gradient boosting,0.843538849483137,0.614930273939609,0.0154308682889821,0.808135229794045
Mesozoic,9,2,Geological baseline,0.77908713206078,0.41219173792495,0.00196827482123886,0.962351520069081
Mesozoic,9,2,MaxEnt,0.797886289990164,0.486304923735923,0.00220035465805608,0.704693920380407
Mesozoic,9,2,Random forest,0.817965849358352,0.613360670913592,0.00285639775393793,0.622765656194895
Mesozoic,9,2,Gradient boosting,0.817383744806584,0.543466981185985,0.0105218500749607,0.73489880887205
Mesozoic,9,3,Geological baseline,0.819065047876994,0.509708903691775,0.00141388900920469,0.881680613267819
Mesozoic,9,3,MaxEnt,0.874436438802152,0.711355579491148,0.00622779507968072,0.784986435362869
Mesozoic,9,3,Random forest,0.849146510225494,0.575980981661386,0.00940596746831455,0.852980514182919
Mesozoic,9,3,Gradient boosting,0.85451458967307,0.606326665063214,0.00444753671905897,0.785207053298757
Mesozoic,9,4,Geological baseline,0.668952540590285,0.477604680207717,0.000303651284006854,0.465369345199037
Mesozoic,9,4,MaxEnt,0.771971340301058,0.563038191020838,0.00042486025122864,0.678575799950949
Mesozoic,9,4,Random forest,0.787420298428975,0.575987642148163,0.000305506696084147,0.627376434428478
Mesozoic,9,4,Gradient boosting,0.782087688161441,0.591040557417998,0.000272404247040079,0.712847304998976
Mesozoic,9,5,Geological baseline,0.750749828583249,0.434777149710773,0.00177168120200484,0.828283210838796
Mesozoic,9,5,MaxEnt,0.87579552907658,0.671281192847782,0.00402727488530874,0.966091783079296
Mesozoic,9,5,Random forest,0.819281415870446,0.544035697245883,0.0100871137196717,0.880952380952381
Mesozoic,9,5,Gradient boosting,0.857259749474045,0.64323055989329,0.00669605293040401,0.794137857340517
Mesozoic,10,1,Geological baseline,0.662705282664583,0.345839293350833,0.000799435648963167,0.661093652917021
Mesozoic,10,1,MaxEnt,0.805955593568588,0.544242254434991,0.00166447130169016,0.924506702884387
Mesozoic,10,1,Random forest,0.806988827117711,0.502629289369295,0.00341506537141446,0.404761904761905
Mesozoic,10,1,Gradient boosting,0.812746081134886,0.578588667856212,0.00318802563263782,0.687835939428795
Mesozoic,10,2,Geological baseline,0.77908713206078,0.41219173792495,0.00196827482123886,0.962351520069081
Mesozoic,10,2,MaxEnt,0.801088626941841,0.488823821181139,0.00228527758558753,0.821805347944076
Mesozoic,10,2,Random forest,0.825322919452426,0.566303918005545,0.00374686220765188,0.687606741025007
Mesozoic,10,2,Gradient boosting,0.852627737281892,0.631484389464517,0.00672930251067514,0.646508183835236
Mesozoic,10,3,Geological baseline,0.819065047876994,0.509708903691775,0.00141388900920469,0.881680613267819
Mesozoic,10,3,MaxEnt,0.874911200114333,0.70835433507273,0.00257593559965462,0.784986435362869
Mesozoic,10,3,Random forest,0.843883352330757,0.571069537543441,0.00510776072548093,0.830627791935493
Mesozoic,10,3,Gradient boosting,0.817877796019953,0.563699931330412,0.00387060651014198,0.85282493560439
Mesozoic,10,4,Geological baseline,0.668952540590285,0.477604680207717,0.000303651284006854,0.465369345199037
Mesozoic,10,4,MaxEnt,0.781571682113981,0.562052192204036,0.000429970852926857,0.678575799950949
Mesozoic,10,4,Random forest,0.79163380003944,0.531601262078485,0.000316115563322022,0.463713016751484
Mesozoic,10,4,Gradient boosting,0.746775783869059,0.428025373036219,0.000312113235958447,0.63059569288371
Mesozoic,10,5,Geological baseline,0.750749828583249,0.434777149710773,0.00177168120200484,0.828283210838796
Mesozoic,10,5,MaxEnt,0.871650031474286,0.66627339769495,0.00377980694564298,0.956717261205505
Mesozoic,10,5,Random forest,0.81449260003141,0.521012437769654,0.00814604712505393,1
Mesozoic,10,5,Gradient boosting,0.849480982848961,0.618223079696127,0.0055878562366624,0.75085809497393
